alias,office_code,office_name,confidence,support,total,all_votes,example_registration_id
裕民街63号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024102800000006
裕民街道古峡西街,QTX_YUMIN,裕民市场监管所,1.0,5,5,"{""裕民市场监管所"": 5}",51640300002024092000000043
裕民街道古峡西街219号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024091700000025
裕民街道商城西厅,QTX_YUMIN,裕民市场监管所,1.0,3,3,"{""裕民市场监管所"": 3}",1640381002024080211452486
裕民街道建民南街,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024102800000037
裕民街道新民街,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024071500000068
裕民街道新民路30号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002025052909488431
裕民街道步行街,QTX_YUMIN,裕民市场监管所,1.0,8,8,"{""裕民市场监管所"": 8}",1640381002024120261299221
裕民街道永丰北街261号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024032030946265
裕民街道永丰北路,QTX_YUMIN,裕民市场监管所,1.0,4,4,"{""裕民市场监管所"": 4}",51640300002024083000000057
裕民街道永丰北路36号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024092300000009
裕民街道永丰南街10号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024092700000054
裕民街道永丰南街79-81号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024121431777215
裕民街道永丰南路9-1号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024121300000005
裕民街道汉坝西街343号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024101000000013
裕民街道裕民街69-37号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024091700000041
赤道音乐酒吧,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002025100400000032
赵鹏汉餐,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002025121100000023
赵鹏汉餐商户,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025030300000014
跑狼自行车,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024091500000034
连湖农场,QTX_QUJING,瞿靖市场监管所,1.0,2,2,"{""瞿靖市场监管所"": 2}",51640300002025091600000056
邵岗镇,QTX_QUJING,瞿靖市场监管所,1.0,7,7,"{""瞿靖市场监管所"": 7}",51640300002025100800000036
邵岗镇同乐村2村1-72号,QTX_QUJING,瞿靖市场监管所,1.0,2,2,"{""瞿靖市场监管所"": 2}",51640300002025120800000020
邵岗镇同富村南区扶贫产业园,QTX_QUJING,瞿靖市场监管所,1.0,3,3,"{""瞿靖市场监管所"": 3}",51640300002024120200000018
邵岗镇大沟村三组020号,QTX_QUJING,瞿靖市场监管所,1.0,2,2,"{""瞿靖市场监管所"": 2}",51640300002024082600000055
邵岗镇甘城子,QTX_QUJING,瞿靖市场监管所,1.0,2,2,"{""瞿靖市场监管所"": 2}",51640300002024081900000075
邵岗镇甘城子村,QTX_QUJING,瞿靖市场监管所,1.0,3,3,"{""瞿靖市场监管所"": 3}",51640300002025070200000009
金岸一品,QTX_XIAOBA,小坝市场监管所,1.0,6,6,"{""小坝市场监管所"": 6}",51640300002024123100000046
金岸一品2期东门口右边,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025100500000030
金岸一品二期8幢综合2一层,QTX_XIAOBA,小坝市场监管所,1.0,4,4,"{""小坝市场监管所"": 4}",1640381002024101794490076
鑫利达超市,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025042100000013
鑫旺超市,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025071800000032
铜峡市古峡西街沪上阿姨,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025032400000053
铝厂,QTX_HEXI,河西市场监管所,1.0,12,12,"{""河西市场监管所"": 12}",51640300002024120200000020
铝厂一村,QTX_HEXI,河西市场监管所,1.0,4,4,"{""河西市场监管所"": 4}",1640381002025102789360813
铝厂三村,QTX_HEXI,河西市场监管所,1.0,8,8,"{""河西市场监管所"": 8}",51640300002024102100000032
铝厂北门,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",51640300002024112900000027
银川新百电器有限公司青铜峡新百广场店,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024080800000040
银河早市,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024081900000074
长滩路粮食储备库,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002025071080789059
陈袁滩镇滨河新村,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025122100000015
陈袁滩镇滨河新村242号,QTX_XIAOBA,小坝市场监管所,1.0,9,9,"{""小坝市场监管所"": 9}",51640300002024120900000027
陈袁滩镇黄河外滩香醍湾6幢41号、42号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002025051332500139
陈袁滩黄河公园,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",51640300002024081900000057
青铜古镇景区,QTX_HEDONG,河东市场监管所,1.0,2,2,"{""河东市场监管所"": 2}",51640300002024123100000043
青铜古镇景区温泉商户,QTX_HEDONG,河东市场监管所,1.0,2,2,"{""河东市场监管所"": 2}",51640300002024123100000043
青铜峡小坝商城2楼西厅,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024121700000043
青铜峡小坝步行街正科对面佬表甜品店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024111500000042
青铜峡小坝镇新百广场,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024112500000015
青铜峡小坝镇新百广场3号楼230号251号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024112500000015
"青铜峡市,青铜峡市铝厂一村",QTX_HEXI,河西市场监管所,1.0,3,3,"{""河西市场监管所"": 3}",1640381002025102789360813
"青铜峡市,青铜峡市铝厂三村",QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002025110179009896
青铜峡市CCMALL,QTX_XIAOBA,小坝市场监管所,1.0,6,6,"{""小坝市场监管所"": 6}",51640300002024120900000085
青铜峡市CCMALL广场,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024112500000009
青铜峡市CCmall,QTX_XIAOBA,小坝市场监管所,1.0,6,6,"{""小坝市场监管所"": 6}",51640300002024122700000013
青铜峡市cc-mall,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025120900000044
青铜峡市ccmall,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024092425703787
青铜峡市万利食品有限责任公司,QTX_YESHENG,叶盛市场监管所,1.0,2,2,"{""叶盛市场监管所"": 2}",51640300002024121100000003
青铜峡市万家易购超市,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024072876927447
青铜峡市三鑫商店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024120343966728
青铜峡市世纪荣华超市,QTX_YUMIN,裕民市场监管所,1.0,3,3,"{""裕民市场监管所"": 3}",1640381002024080211452486
青铜峡市东九宾馆,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024080500000008
青铜峡市东港华庭小区门口,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024120300000053
青铜峡市中医院对面,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024091700000025
青铜峡市中医院斜对面,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024101768424461
青铜峡市乔丹服装专卖店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024101400000060
青铜峡市五里关火锅店,QTX_XIAOBA,小坝市场监管所,1.0,4,4,"{""小坝市场监管所"": 4}",1640381002024110599284432
青铜峡市亲水湖畔小区斜对面5-8号店铺,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025063000000035
青铜峡市亲水湖畔小区斜对面5-8号店铺发生时间：2023年消,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025063000000035
青铜峡市会君杭州小笼包子,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002024083000072219
青铜峡市佳顺便利店,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024072600000017
青铜峡市倍思乐超市,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024071200000002
青铜峡市全家福汉餐餐厅,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024092900000005
青铜峡市六喜珠宝店（个体工商户）,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024091700000041
青铜峡市兰苑超市,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024101003710460
青铜峡市兰馨苑B区南门169号商贸,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024101014197775
青铜峡市兰馨苑C区南门口安康街57号商贸房,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024073162965442
青铜峡市创兴商行,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024112872864723
青铜峡市利明小区南侧“老面小笼包”,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025051300000005
青铜峡市利民东街149号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002025052995540597
青铜峡市利民东街42号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024072600000017
青铜峡市利民东街72号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024102800000124
青铜峡市北环路,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025092200000004
青铜峡市华莱士快餐小吃店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024121431777215
青铜峡市古峡东街118号忆江南西侧,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",51640300002025061600000017
青铜峡市古峡商业中心1#商业楼,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024080800000040
青铜峡市古峡商业中心77#,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002025101981548655
青铜峡市古峡西街,QTX_YUMIN,裕民市场监管所,1.0,6,6,"{""裕民市场监管所"": 6}",51640300002024111100000015
青铜峡市古峡西街171号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025123100000035
青铜峡市古峡西街“爱玛”,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025052800000020
青铜峡市叶盛如意商店,QTX_YESHENG,叶盛市场监管所,1.0,2,2,"{""叶盛市场监管所"": 2}",1640381002024102181330068
青铜峡市叶盛镇,QTX_YESHENG,叶盛市场监管所,1.0,8,8,"{""叶盛市场监管所"": 8}",51640300002024121200000026
青铜峡市叶盛镇三叉路口东侧,QTX_YESHENG,叶盛市场监管所,1.0,2,2,"{""叶盛市场监管所"": 2}",51640300002024090400000019
青铜峡市叶盛镇东街,QTX_YESHENG,叶盛市场监管所,1.0,2,2,"{""叶盛市场监管所"": 2}",1640381002025102414142488
青铜峡市叶盛镇中心街,QTX_YESHENG,叶盛市场监管所,1.0,2,2,"{""叶盛市场监管所"": 2}",51640300002024081600000014
青铜峡市叶盛镇农贸市场东侧,QTX_YESHENG,叶盛市场监管所,1.0,2,2,"{""叶盛市场监管所"": 2}",1640381002024102181330068
青铜峡市叶盛镇龙门村四队,QTX_YESHENG,叶盛市场监管所,1.0,3,3,"{""叶盛市场监管所"": 3}",51640300002024090900000007
青铜峡市吉屋房产中介,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024032030946265
青铜峡市同兴村市场,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",51640300002024081900000006
青铜峡市同心村,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",51640300002025030400000034
青铜峡市同进村,QTX_HEXI,河西市场监管所,1.0,6,6,"{""河西市场监管所"": 6}",1640381002024112991534103
青铜峡市启明超市,QTX_XIAOBA,小坝市场监管所,1.0,4,4,"{""小坝市场监管所"": 4}",1640381002024101029923732
青铜峡市和府小区东门,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025071800000032
青铜峡市和福顺餐厅,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024082600000013
青铜峡市商城,QTX_YUMIN,裕民市场监管所,1.0,3,3,"{""裕民市场监管所"": 3}",51640300002025100100000035
青铜峡市商城东门清真寺对面,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024120200000091
青铜峡市商城北门,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025110100000023
青铜峡市商城北门停车场,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025110100000023
青铜峡市商城西门清真寺对面,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024120200000091
青铜峡市国财便利店,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024121547244760
青铜峡市国财生活超市（个体工商户）,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024091962491950
青铜峡市塞上江南广场地下负一层超市部分0号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024091962491950
青铜峡市塞尚江南对面小广场,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024071800000001
青铜峡市大兴超市,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024121305803026
青铜峡市大坝电厂,QTX_DABA,大坝市场监管所,1.0,5,5,"{""大坝市场监管所"": 5}",51640300002024120200000022
青铜峡市天一街,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",51640300002024112000000051
青铜峡市天一街39号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024112872864723
青铜峡市天一街42号雅丝美发店,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024092300000111
青铜峡市天一街6号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024090500000004
青铜峡市姜老太修肤堂（个体工商户）,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024101000000013
青铜峡市家润购物中心有限公司,QTX_XIAOBA,小坝市场监管所,1.0,4,4,"{""小坝市场监管所"": 4}",1640381002024101794490076
青铜峡市家私城二楼,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024112200000003
青铜峡市富汇龙门农家乐,QTX_YESHENG,叶盛市场监管所,1.0,3,3,"{""叶盛市场监管所"": 3}",51640300002024090900000007
青铜峡市富贵芙蓉包子馆,QTX_YUMIN,裕民市场监管所,1.0,3,3,"{""裕民市场监管所"": 3}",51640300002024090200000013
青铜峡市小坝CCMALL,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024112500000001
青铜峡市小坝CCMall二楼,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025090400000010
青铜峡市小坝CCMall二楼仁梓涵美甲店,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025090400000010
青铜峡市小坝CC贸,QTX_XIAOBA,小坝市场监管所,1.0,4,4,"{""小坝市场监管所"": 4}",51640300002024102800000011
青铜峡市小坝利民西街龙海花园56号,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024080600000044
青铜峡市小坝古峡东街,QTX_YUMIN,裕民市场监管所,1.0,4,4,"{""裕民市场监管所"": 4}",51640300002024082300000021
青铜峡市小坝古峡西街,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024111900000041
青铜峡市小坝商城238号“海绵毡批发”,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025052900000025
青铜峡市小坝商城西侧,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024111100000106
青铜峡市小坝夜市,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025011000000001
青铜峡市小坝天一街,QTX_XIAOBA,小坝市场监管所,1.0,4,4,"{""小坝市场监管所"": 4}",51640300002024102100000024
青铜峡市小坝天一街139#-2,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024112987908008
青铜峡市小坝天一街21、23号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024081300000010
青铜峡市小坝步行街,QTX_YUMIN,裕民市场监管所,1.0,21,21,"{""裕民市场监管所"": 21}",51640300002024121700000039
青铜峡市小坝步行街正科商业广场,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025020800000021
青铜峡市小坝步行街路口,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024101400000003
青铜峡市小坝永丰南路72号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025070400000018
青铜峡市小坝汉坝东街210-1号,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024121146776011
青铜峡市小坝汉坝东街252号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024072876927447
青铜峡市小坝镇361专卖店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024091900000048
青铜峡市小坝镇CCmall,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024120200000056
青铜峡市小坝镇CC贸,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025083000000050
青铜峡市小坝镇中医院北侧“五星电动车”,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025060400000027
青铜峡市小坝镇佳旺家私城,QTX_YUMIN,裕民市场监管所,1.0,3,3,"{""裕民市场监管所"": 3}",51640300002024112000000003
青铜峡市小坝镇兰馨路046号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024102800000014
青铜峡市小坝镇兰馨路12号,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024101003710460
青铜峡市小坝镇利民西街35号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024091800000016
青铜峡市小坝镇利民西街76号,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024081200000066
青铜峡市小坝镇发生时间：8月30日消费金额：100元,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025083000000053
青铜峡市小坝镇古峡西街,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025080700000123
青铜峡市小坝镇商城,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025030600000001
青铜峡市小坝镇商城东南角,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024112500000013
青铜峡市小坝镇夜市,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025070400000007
青铜峡市小坝镇天一街,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",51640300002025112500000044
青铜峡市小坝镇家旺家私城,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024123000000082
青铜峡市小坝镇小坝商城,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025102500000013
青铜峡市小坝镇工业园区嘉宝片区亲民路8号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024120200000082
青铜峡市小坝镇康乐街,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024112000000001
青铜峡市小坝镇康乐街115号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025030300000015
青铜峡市小坝镇张岗村一队小康楼21号,QTX_YUMIN,裕民市场监管所,1.0,4,4,"{""裕民市场监管所"": 4}",1640381002024123164565757
青铜峡市小坝镇早市,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025121000000006
青铜峡市小坝镇朔方路,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025111900000005
青铜峡市小坝镇朔方路发生时间：11月19日早晨,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025111900000005
青铜峡市小坝镇正科商业广场,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025091300000030
青铜峡市小坝镇步行街,QTX_YUMIN,裕民市场监管所,1.0,22,22,"{""裕民市场监管所"": 22}",51640300002024112200000015
青铜峡市小坝镇步行街1号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025080700000115
青铜峡市小坝镇步行街1号“蜜雪冰城”正科商业广场店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025080700000115
青铜峡市小坝镇步行街发生时间：10月份消费金额：499元,QTX_YUMIN,裕民市场监管所,1.0,3,3,"{""裕民市场监管所"": 3}",51640300002025121200000005
青铜峡市小坝镇步行街路口,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025102000000023
青铜峡市小坝镇永丰北街,QTX_YUMIN,裕民市场监管所,1.0,4,4,"{""裕民市场监管所"": 4}",51640300002024123000000023
青铜峡市小坝镇汉坝东街,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024091900000023
青铜峡市小坝镇汉坝东街220号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024082200000054
青铜峡市小坝镇汉坝西街,QTX_YUMIN,裕民市场监管所,1.0,3,3,"{""裕民市场监管所"": 3}",51640300002025040700000014
青铜峡市小坝镇汉坝西街与建民北路交叉口,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025011700000051
青铜峡市小坝镇滨河大道,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002026010400000046
青铜峡市小坝镇禹皇家具装饰材料市场,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025072800000055
青铜峡市小坝镇禹皇家具装饰材料市场“冠珠瓷砖”,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025072800000055
青铜峡市小坝镇禹皇装饰材料市场,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025012600000062
青铜峡市小坝镇粮贸小区附近,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024120900000020
青铜峡市小坝镇老广场,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024122300000112
青铜峡市小坝镇老车站,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025082400000023
青铜峡市小坝镇蒋南村,QTX_DABA,大坝市场监管所,1.0,2,2,"{""大坝市场监管所"": 2}",51640300002025082500000010
青铜峡市小坝镇裕民街,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025082500000114
青铜峡市小坝镇金三角,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025061400000003
青铜峡市小坝镇金岸一品,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024111400000001
青铜峡市小坝镇金岸一品农贸市场,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025042900000020
青铜峡市小坝镇龙海商业街,QTX_XIAOBA,小坝市场监管所,1.0,8,8,"{""小坝市场监管所"": 8}",51640300002024120900000022
青铜峡市峡口镇,QTX_HEDONG,河东市场监管所,1.0,3,3,"{""河东市场监管所"": 3}",51640300002024110400000087
青铜峡市峡口镇任桥村,QTX_HEDONG,河东市场监管所,1.0,3,3,"{""河东市场监管所"": 3}",1640381002024102337816185
青铜峡市峡口镇任桥村二队,QTX_HEDONG,河东市场监管所,1.0,3,3,"{""河东市场监管所"": 3}",51640300002024080500000021
青铜峡市市医院对面,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",51640300002024102800000124
青铜峡市市医院对面发生时间：10月1日消费金额：560元,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002025100400000032
青铜峡市希悦酒店,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024111200000005
青铜峡市广武村,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002025121994473095
